id,cmgroup,age,struc
27,650,9,artproc
28,260,2,artproc
29,550,7,artproc
30,780,11,artproc
31,540,5,artproc
32,390,3,artproc
33,340,3,artproc
34,490,7,artproc
35,530,6,artproc
36,410,3,artproc
38,290,2,artproc
39,520,7,artproc
40,340,3,artproc
41,440,5,artproc
42,370,2,artproc
43,480,6,artproc
44,470,7,artproc
45,300,3,artproc
46,380,3,artproc
47,290,2,artproc
48,450,6,artproc
49,360,3,artproc
50,410,3,artproc
51,350,3,artproc
52,300,3,artproc
53,320,3,artproc
54,340,3,artproc
55,320,4,artproc
56,270,2,artproc
57,750,8,artproc
58,550,7,artproc
59,270,1,artproc
60,500,7,artproc
61,670,11,artproc
62,330,2,artproc
63,380,3,artproc
64,370,3,artproc
65,320,2,artproc
66,390,3,artproc
67,290,2,artproc
68,270,1,artproc
69,250,2,artproc
70,270,2,artproc
71,240,1,artproc
73,240,2,artproc
74,550,8,artproc
75,240,2,artproc
76,530,6,artproc
77,520,7,artproc
78,630,11,artproc
79,540,8,artproc
80,610,11,artproc
81,600,9,artproc
82,580,8,artproc
83,560,8,artproc
84,610,8,artproc
85,600,10,artproc
86,640,11,artproc
87,260,3,artproc
88,260,2,artproc
89,560,6,artproc
90,660,10,artproc
91,460,6,artproc
92,550,6,artproc
93,560,9,artproc
94,530,8,artproc
95,830,13,artproc
96,510,7,artproc
97,610,9,artproc
98,720,12,artproc
99,680,9,artproc
100,600,10,artproc
101,590,9,artproc
102,620,11,artproc
103,750,16,artproc
104,700,7,artproc
105,790,18,artproc
106,730,13,artproc
107,760,9,artproc
108,710,9,artproc
109,1060,15,artproc
110,930,17,artproc
112,630,9,artproc
113,630,9,artproc
114,580,10,artproc
115,690,11,artproc
116,670,10,artproc
117,640,7,artproc
118,880,12,artproc
119,900,15,artproc
120,930,13,artproc
121,960,13,artproc
122,950,12,artproc
123,940,10,artproc
124,870,12,artproc
125,870,9,artproc
126,970,11,artproc
1001,180,2,artsurf
1002,200,2,artsurf
1003,300,3,artsurf
1004,310,4,artsurf
1005,380,4,artsurf
1006,390,4,artsurf
1007,490,8,artsurf
1008,530,9,artsurf
1009,540,9,artsurf
1010,550,8,artsurf
1011,640,9,artsurf
1012,401,4,artsurf
1013,280,3,artsurf
1014,300,3,artsurf
1015,190,2,artsurf
1016,233,2,artsurf
1017,240,2,artsurf
1018,360,4,artsurf
1019,420,4,artsurf
1020,590,11,artsurf
1021,890,14,artsurf
1022,900,15,artsurf
1023,240,2,artsurf
1024,270,2,artsurf
1025,300,3,artsurf
1026,370,4,artsurf
1027,410,4,artsurf
1028,540,9,artsurf
1029,210,2,artsurf
1030,180,2,artsurf
1031,260,3,artsurf
1032,270,3,artsurf
1033,210,2,artsurf
1034,280,3,artsurf
1035,300,3,artsurf
1036,320,3,artsurf
1037,530,8,artsurf
1038,539,10,artsurf
1039,230,3,artsurf
1040,240,2,artsurf
1041,260,2,artsurf
1042,270,3,artsurf
1043,290,3,artsurf
1044,240,2,artsurf
1045,250,2,artsurf
1046,280,2,artsurf
1047,590,9,artsurf
1048,180,2,artsurf
1049,210,2,artsurf
1050,270,3,artsurf
1051,280,2,artsurf
1052,360,4,artsurf
1053,470,8,artsurf
1054,500,8,artsurf
1055,210,2,artsurf
1056,240,2,artsurf
1057,260,2,artsurf
1058,490,8,artsurf
1059,530,9,artsurf
1060,170,2,artsurf
1061,350,4,artsurf
1062,360,4,artsurf
1063,380,4,artsurf
1064,400,4,artsurf
1065,430,4,artsurf
1066,470,8,artsurf
1067,480,8,artsurf
1068,540,8,artsurf
1069,190,2,artsurf
1070,160,2,artsurf
1071,300,4,artsurf
1072,410,4,artsurf
1073,430,8,artsurf
1074,450,7,artsurf
1075,160,2,artsurf
1076,230,2,artsurf
1077,250,3,artsurf
1078,260,3,artsurf
1079,280,2,artsurf
1080,290,3,artsurf
1081,230,2,artsurf
1082,260,3,artsurf
1083,490,8,artsurf
1084,200,2,artsurf
1085,210,2,artsurf
1086,240,3,artsurf
1087,250,2,artsurf
1088,260,2,artsurf
1089,310,3,artsurf
1090,430,4,artsurf
1091,200,2,artsurf
1092,440,7,artsurf
1093,500,8,artsurf
1094,570,10,artsurf
1095,590,11,artsurf
1096,620,11,artsurf
1097,680,11,artsurf
1098,760,12,artsurf
1099,800,12,artsurf
1100,895,14,artsurf
1101,210,2,artsurf
1102,220,2,artsurf
1103,250,2,artsurf
1104,290,3,artsurf
1105,300,3,artsurf
1106,160,2,artsurf
1107,200,2,artsurf
1108,210,2,artsurf
1109,160,2,artsurf
1110,230,2,artsurf
1111,160,2,artsurf
1112,150,2,artsurf
1113,250,2,artsurf
1114,490,9,artsurf
1115,230,2,artsurf
1116,280,2,artsurf
1117,430,4,artsurf
1118,260,2,artsurf
1119,440,8,artsurf
1120,460,8,artsurf
1121,470,8,artsurf
1122,480,8,artsurf
1123,590,10,artsurf
1124,438,7,artsurf
1125,270,2,artsurf
1126,290,3,artsurf
1127,310,3,artsurf
1128,240,2,artsurf
1129,250,2,artsurf
1130,540,8,artsurf
1131,250,2,artsurf
1132,380,4,artsurf
1133,400,4,artsurf
1134,410,4,artsurf
1135,420,4,artsurf
1136,460,8,artsurf
1137,170,2,artsurf
1138,230,2,artsurf
1139,240,2,artsurf
1140,250,2,artsurf
1141,260,2,artsurf
1142,270,3,artsurf
1143,280,3,artsurf
1144,420,4,artsurf
1145,440,4,artsurf
1146,450,6,artsurf
1147,460,8,artsurf
1148,480,8,artsurf
1149,490,8,artsurf
1150,580,9,artsurf
1151,590,9,artsurf
1152,180,2,artsurf
1153,170,2,artsurf
1154,140,2,artsurf
1155,310,3,artsurf
1156,360,4,artsurf
1157,400,4,artsurf
1158,460,9,artsurf
1159,480,7,artsurf
1160,160,2,artsurf
1161,170,2,artsurf
1162,220,3,artsurf
1163,230,2,artsurf
1164,250,2,artsurf
1165,190,2,artsurf
1166,240,2,artsurf
1167,290,3,artsurf
1168,300,3,artsurf
1169,490,8,artsurf
1170,940,15,artsurf
1171,180,2,artsurf
1172,210,2,artsurf
1173,260,2,artsurf
1174,270,3,artsurf
1175,290,3,artsurf
1176,350,4,artsurf
1177,440,7,artsurf
1178,630,11,artsurf
1179,150,2,artsurf
1180,180,2,artsurf
1181,200,2,artsurf
1182,280,3,artsurf
1183,300,3,artsurf
1184,170,2,artsurf
1185,210,2,artsurf
1186,220,2,artsurf
1187,900,12,artsurf
1188,250,2,artsurf
1189,270,3,artsurf
1190,280,2,artsurf
1191,390,4,artsurf
1192,400,4,artsurf
1193,410,7,artsurf
1194,430,7,artsurf
1195,440,7,artsurf
1196,450,8,artsurf
1197,150,2,artsurf
1198,250,2,artsurf
1199,260,3,artsurf
1200,280,3,artsurf
1201,380,4,artsurf
1202,160,2,artsurf
1203,170,2,artsurf
1204,180,2,artsurf
1205,290,2,artsurf
1206,300,3,artsurf
1207,190,2,artsurf
1208,150,2,artsurf
1209,200,2,artsurf
1210,240,2,artsurf
1211,270,2,artsurf
1212,280,3,artsurf
1213,310,4,artsurf
1214,460,8,artsurf
1215,480,8,artsurf
1216,500,8,artsurf
1217,560,11,artsurf
1218,170,2,artsurf
1219,220,2,artsurf
1220,230,2,artsurf
1221,240,2,artsurf
1222,270,2,artsurf
1223,280,2,artsurf
1224,290,3,artsurf
1225,300,3,artsurf
1226,420,7,artsurf
1227,450,8,artsurf
1228,510,8,artsurf
1229,890,14,artsurf
1230,1170,15,artsurf
1231,240,2,artsurf
1232,540,8,artsurf
1233,220,2,artsurf
1234,240,2,artsurf
1235,250,3,artsurf
1236,520,8,artsurf
1237,190,2,artsurf
1238,180,2,artsurf
1239,170,2,artsurf
1240,160,2,artsurf
1241,230,2,artsurf
1242,250,2,artsurf
1243,590,11,artsurf
1244,220,2,artsurf
1245,180,2,artsurf
1246,200,2,artsurf
1247,220,3,artsurf
1248,230,2,artsurf
1249,280,2,artsurf
1250,460,8,artsurf
1251,200,2,artsurf
1252,310,2,artsurf
1253,170,2,artsurf
1254,180,2,artsurf
1255,210,2,artsurf
1256,250,2,artsurf
1257,270,3,artsurf
1258,280,2,artsurf
1259,450,8,artsurf
1260,480,8,artsurf
1261,520,9,artsurf
1262,560,8,artsurf
1263,570,12,artsurf
1264,600,9,artsurf
1265,740,12,artsurf
1266,950,14,artsurf
1267,180,2,artsurf
1268,150,2,artsurf
1269,220,2,artsurf
1270,910,12,artsurf
1271,280,3,artsurf
1272,510,9,artsurf
1273,530,8,artsurf
1274,560,11,artsurf
1275,1100,15,artsurf
1276,980,17,artsurf
1277,230,2,artsurf
1278,240,2,artsurf
1279,250,2,artsurf
1280,280,2,artsurf
1281,260,2,artsurf
1282,300,3,artsurf
1283,520,9,artsurf
1284,160,2,artsurf
1285,220,2,artsurf
1286,230,2,artsurf
1287,530,10,artsurf
1288,670,11,artsurf
1289,770,11,artsurf
1290,210,2,artsurf
1291,250,2,artsurf
1292,190,2,artsurf
1293,200,2,artsurf
1294,250,3,artsurf
1295,260,2,artsurf
1296,270,3,artsurf
1297,280,2,artsurf
1298,310,4,artsurf
1299,460,8,artsurf
1300,180,2,artsurf
1301,170,2,artsurf
1302,190,2,artsurf
1303,160,2,artsurf
1304,220,2,artsurf
1305,230,2,artsurf
1306,250,3,artsurf
1307,280,3,artsurf
1308,240,2,artsurf
1309,630,11,artsurf
1310,970,14,artsurf
1311,210,2,artsurf
1312,280,3,artsurf
1313,390,4,artsurf
1314,160,2,artsurf
1315,290,3,artsurf
1316,300,3,artsurf
1317,290,3,artsurf
1318,300,2,artsurf
1319,310,3,artsurf
1320,170,2,artsurf
1321,190,2,artsurf
1322,280,2,artsurf
1323,290,3,artsurf
1324,190,2,artsurf
1325,220,2,artsurf
1326,250,2,artsurf
1327,280,3,artsurf
1328,570,11,artsurf
1329,620,11,artsurf
1330,780,11,artsurf
1331,170,2,artsurf
1332,240,2,artsurf
1333,270,2,artsurf
1334,290,3,artsurf
1335,230,2,artsurf
1336,460,8,artsurf
1337,230,2,artsurf
1338,260,3,artsurf
1339,290,3,artsurf
1340,410,4,artsurf
1341,650,11,artsurf
1342,310,3,artsurf
1343,460,7,artsurf
1344,230,2,artsurf
1345,230,2,artsurf
1346,290,3,artsurf
1347,210,2,artsurf
1348,240,2,artsurf
1349,250,2,artsurf
1350,270,3,artsurf
1351,400,4,artsurf
1352,230,2,artsurf
1353,240,2,artsurf
1354,260,3,artsurf
1355,290,3,artsurf
1356,300,3,artsurf
1357,460,8,artsurf
1358,510,8,artsurf
1359,560,9,artsurf
1360,570,9,artsurf
1361,580,8,artsurf
1362,220,2,artsurf
1363,230,2,artsurf
1364,250,2,artsurf
1365,620,12,artsurf
1366,660,11,artsurf
1367,900,14,artsurf
1368,950,17,artsurf
1369,970,14,artsurf
1370,210,2,artsurf
1371,220,2,artsurf
1372,250,2,artsurf
1373,260,2,artsurf
1374,460,7,artsurf
1375,210,2,artsurf
1376,240,2,artsurf
1377,270,3,artsurf
1378,310,3,artsurf
1379,460,8,artsurf
1380,240,2,artsurf
1381,250,2,artsurf
1382,260,2,artsurf
1383,280,3,artsurf
1384,300,2,artsurf
1385,390,4,artsurf
1386,440,4,artsurf
1387,490,8,artsurf
1388,230,2,artsurf
1389,250,2,artsurf
1390,270,2,artsurf
1391,280,2,artsurf
1392,300,3,artsurf
1393,390,4,artsurf
1394,410,4,artsurf
1395,430,4,artsurf
1396,450,7,artsurf
1397,490,8,artsurf
1398,550,9,artsurf
1399,210,2,artsurf
1400,230,2,artsurf
1401,240,2,artsurf
1402,290,3,artsurf
1403,310,3,artsurf
1404,410,4,artsurf
1405,490,8,artsurf
1406,500,8,artsurf
1407,510,8,artsurf
1408,550,9,artsurf
1409,570,9,artsurf
1410,600,11,artsurf
1411,610,12,artsurf
1412,730,12,artsurf
1413,200,2,artsurf
1414,230,2,artsurf
1415,260,2,artsurf
1416,290,3,artsurf
1417,300,3,artsurf
1418,330,4,artsurf
1419,360,4,artsurf
1420,550,8,artsurf
1421,160,2,artsurf
1422,260,2,artsurf
1423,290,3,artsurf
1424,410,4,artsurf
1425,440,8,artsurf
1426,230,2,artsurf
1427,260,2,artsurf
1428,280,2,artsurf
1429,300,3,artsurf
1430,370,4,artsurf
1431,180,2,artsurf
1432,220,2,artsurf
1433,240,2,artsurf
1434,270,3,artsurf
1435,280,3,artsurf
1436,300,2,artsurf
1437,460,6,artsurf
1438,330,4,artsurf
1439,340,3,artsurf
1440,380,4,artsurf
1441,410,4,artsurf
1442,430,6,artsurf
1443,440,4,artsurf
1444,490,8,artsurf
1445,510,8,artsurf
1446,540,9,artsurf
1447,590,9,artsurf
1448,640,10,artsurf
1449,150,2,artsurf
1450,281,3,artsurf
1451,240,2,artsurf
1452,280,2,artsurf
1453,350,4,artsurf
1454,390,4,artsurf
1455,410,4,artsurf
1456,450,7,artsurf
1457,470,8,artsurf
1458,510,8,artsurf
1459,520,9,artsurf
1460,540,8,artsurf
1461,550,9,artsurf
1462,200,2,artsurf
1463,250,2,artsurf
1464,290,3,artsurf
1465,300,3,artsurf
1466,330,4,artsurf
1467,400,4,artsurf
1468,440,4,artsurf
1469,190,2,artsurf
1470,170,2,artsurf
1471,160,2,artsurf
1472,240,2,artsurf
1473,260,2,artsurf
1474,300,3,artsurf
1475,330,4,artsurf
1476,410,4,artsurf
1477,440,7,artsurf
1478,460,7,artsurf
1479,530,9,artsurf
1480,170,2,artsurf
1481,180,2,artsurf
1482,160,2,artsurf
1483,140,2,artsurf
1484,300,3,artsurf
1485,310,3,artsurf
1486,440,8,artsurf
1487,260,2,artsurf
1488,280,2,artsurf
1489,310,3,artsurf
1490,410,4,artsurf
1491,470,8,artsurf
1492,980,15,artsurf
1493,230,3,artsurf
1494,250,2,artsurf
1495,270,2,artsurf
1496,280,2,artsurf
1497,310,4,artsurf
1498,320,3,artsurf
1499,380,4,artsurf
1500,410,4,artsurf
1501,430,4,artsurf
1502,540,8,artsurf
1503,180,2,artsurf
1504,230,2,artsurf
1505,240,2,artsurf
1506,260,2,artsurf
1507,290,3,artsurf
1508,300,3,artsurf
1509,310,3,artsurf
1510,330,4,artsurf
1511,410,4,artsurf
1512,440,7,artsurf
1513,450,9,artsurf
1514,480,8,artsurf
1515,500,8,artsurf
1516,590,9,artsurf
1517,170,2,artsurf
1518,210,2,artsurf
1519,270,3,artsurf
1520,330,3,artsurf
1521,430,4,artsurf
1522,560,10,artsurf
1523,280,3,artsurf
1524,290,3,artsurf
1525,310,3,artsurf
1526,320,3,artsurf
1527,340,4,artsurf
1528,400,4,artsurf
1529,430,8,artsurf
1530,640,11,artsurf
1531,240,2,artsurf
1532,280,3,artsurf
1533,410,4,artsurf
1534,450,7,artsurf
1535,170,2,artsurf
1536,260,2,artsurf
1537,290,3,artsurf
1538,310,3,artsurf
1539,390,4,artsurf
1540,420,4,artsurf
1541,470,7,artsurf
1542,490,8,artsurf
1543,520,8,artsurf
1544,550,8,artsurf
1545,180,2,artsurf
1546,210,2,artsurf
1547,320,3,artsurf
1548,410,4,artsurf
1549,540,10,artsurf
1550,1000,15,artsurf
1551,798,11,artsurf
1552,240,2,artsurf
1553,270,2,artsurf
1554,290,3,artsurf
1555,300,2,artsurf
1556,320,4,artsurf
1557,400,4,artsurf
1558,680,11,artsurf
1559,230,2,artsurf
1560,240,2,artsurf
1561,250,3,artsurf
1562,380,4,artsurf
1563,420,4,artsurf
1564,430,4,artsurf
1565,480,8,artsurf
1566,580,9,artsurf
1567,240,2,artsurf
1568,300,3,artsurf
1569,330,4,artsurf
1570,430,7,artsurf
1571,450,8,artsurf
1572,470,8,artsurf
1573,560,9,artsurf
1574,150,2,artsurf
1575,160,2,artsurf
1576,230,2,artsurf
1577,240,2,artsurf
1578,260,2,artsurf
1579,460,9,artsurf
1580,540,10,artsurf
1581,190,2,artsurf
1582,220,3,artsurf
1583,240,2,artsurf
1584,250,2,artsurf
1585,400,4,artsurf
1586,410,4,artsurf
1587,420,4,artsurf
1588,430,7,artsurf
1589,450,4,artsurf
1590,480,8,artsurf
1591,560,10,artsurf
1592,220,2,artsurf
1593,230,2,artsurf
1594,240,2,artsurf
1595,250,3,artsurf
1596,300,3,artsurf
1597,330,4,artsurf
1598,480,9,artsurf
1599,500,9,artsurf
1600,170,2,artsurf
1601,210,2,artsurf
1602,260,3,artsurf
1603,330,4,artsurf
1604,410,4,artsurf
1605,430,8,artsurf
1606,210,2,artsurf
1607,280,3,artsurf
1608,430,7,artsurf
1609,220,2,artsurf
1610,240,2,artsurf
1611,250,2,artsurf
1612,300,3,artsurf
1613,330,3,artsurf
1614,440,4,artsurf
1615,180,2,artsurf
1616,260,2,artsurf
1617,270,2,artsurf
1618,410,4,artsurf
1619,420,4,artsurf
1620,430,4,artsurf
1621,290,2,artsurf
1622,650,12,artsurf
1623,210,2,artsurf
1624,210,2,artsurf
1625,210,2,artsurf
1626,210,2,artsurf
1627,210,2,artsurf
1628,210,2,artsurf
1629,220,2,artsurf
1630,220,2,artsurf
1631,220,3,artsurf
1632,220,2,artsurf
1633,220,2,artsurf
1634,220,2,artsurf
1635,220,2,artsurf
1636,220,2,artsurf
1637,220,2,artsurf
1638,220,2,artsurf
1639,220,2,artsurf
1640,220,2,artsurf
1641,220,2,artsurf
1642,220,2,artsurf
1643,220,2,artsurf
1644,220,2,artsurf
1645,220,2,artsurf
1646,230,2,artsurf
1647,230,2,artsurf
1648,230,2,artsurf
1649,230,3,artsurf
1650,230,2,artsurf
1651,230,2,artsurf
1652,230,2,artsurf
1653,230,2,artsurf
1654,230,2,artsurf
1655,230,3,artsurf
1656,230,2,artsurf
1657,230,2,artsurf
1658,230,2,artsurf
1659,230,2,artsurf
1660,230,2,artsurf
1661,240,2,artsurf
1662,240,2,artsurf
1663,240,2,artsurf
1664,240,2,artsurf
1665,240,2,artsurf
1666,240,2,artsurf
1667,240,2,artsurf
1668,240,2,artsurf
1669,240,2,artsurf
1670,240,3,artsurf
1671,240,3,artsurf
1672,240,2,artsurf
1673,240,2,artsurf
1674,240,2,artsurf
1675,250,2,artsurf
1676,250,2,artsurf
1677,250,2,artsurf
1678,250,2,artsurf
1679,250,2,artsurf
1680,250,2,artsurf
1681,250,2,artsurf
1682,250,2,artsurf
1683,250,3,artsurf
1684,250,2,artsurf
1685,260,3,artsurf
1686,260,2,artsurf
1687,260,2,artsurf
1688,260,3,artsurf
1689,260,2,artsurf
1690,260,2,artsurf
1691,260,2,artsurf
1692,270,3,artsurf
1693,270,2,artsurf
1694,270,2,artsurf
1695,270,2,artsurf
1696,270,3,artsurf
1697,270,2,artsurf
1698,270,2,artsurf
1699,270,3,artsurf
1700,270,3,artsurf
1701,270,3,artsurf
1702,270,3,artsurf
1703,270,2,artsurf
1704,270,2,artsurf
1705,270,2,artsurf
1706,270,3,artsurf
1707,270,2,artsurf
1708,270,3,artsurf
1709,270,3,artsurf
1710,280,2,artsurf
1711,280,2,artsurf
1712,280,2,artsurf
1713,280,3,artsurf
1714,280,3,artsurf
1715,280,3,artsurf
1716,280,3,artsurf
1717,280,2,artsurf
1718,280,3,artsurf
1719,290,4,artsurf
1720,290,3,artsurf
1721,400,4,artsurf
1722,400,4,artsurf
1723,430,4,artsurf
1724,430,4,artsurf
1725,430,7,artsurf
1726,460,8,artsurf
1727,460,8,artsurf
1728,460,8,artsurf
1729,460,7,artsurf
1730,480,8,artsurf
1731,480,8,artsurf
1732,480,9,artsurf
1733,200,2,artsurf
1734,200,2,artsurf
1735,200,2,artsurf
1736,200,2,artsurf
1737,210,2,artsurf
1738,210,2,artsurf
1739,210,2,artsurf
1740,210,2,artsurf
1741,210,2,artsurf
1742,210,2,artsurf
1743,210,2,artsurf
1744,210,2,artsurf
1745,210,2,artsurf
1746,210,2,artsurf
1747,210,2,artsurf
1748,210,2,artsurf
1749,210,2,artsurf
1750,210,2,artsurf
1751,210,2,artsurf
1752,220,2,artsurf
1753,220,2,artsurf
1754,220,2,artsurf
1755,220,2,artsurf
1756,220,2,artsurf
1757,220,2,artsurf
1758,220,2,artsurf
1759,220,2,artsurf
1760,220,2,artsurf
1761,220,2,artsurf
1762,220,2,artsurf
1763,220,2,artsurf
1764,220,3,artsurf
1765,220,2,artsurf
1766,220,2,artsurf
1767,220,2,artsurf
1768,220,2,artsurf
1769,220,3,artsurf
1770,220,2,artsurf
1771,220,2,artsurf
1772,220,2,artsurf
1773,220,2,artsurf
1774,230,3,artsurf
1775,230,2,artsurf
1776,230,2,artsurf
1777,230,2,artsurf
1778,230,2,artsurf
1779,230,2,artsurf
1780,230,2,artsurf
1781,230,2,artsurf
1782,230,2,artsurf
1783,230,2,artsurf
1784,230,2,artsurf
1785,230,2,artsurf
1786,230,2,artsurf
1787,230,2,artsurf
1788,230,2,artsurf
1789,230,2,artsurf
1790,230,2,artsurf
1791,230,2,artsurf
1792,230,2,artsurf
1793,230,2,artsurf
1794,240,2,artsurf
1795,240,2,artsurf
1796,240,2,artsurf
1797,240,2,artsurf
1798,240,2,artsurf
1799,250,2,artsurf
1800,250,3,artsurf
1801,250,2,artsurf
1802,260,3,artsurf
1803,260,2,artsurf
1804,260,2,artsurf
1805,260,2,artsurf
1806,260,2,artsurf
1807,260,2,artsurf
1808,270,2,artsurf
1809,270,2,artsurf
1810,270,2,artsurf
1811,270,3,artsurf
1812,270,2,artsurf
1813,290,3,artsurf
1814,290,3,artsurf
1815,290,3,artsurf
1816,160,2,artsurf
1817,160,2,artsurf
1818,170,2,artsurf
1819,170,2,artsurf
1820,170,2,artsurf
1821,170,2,artsurf
1822,170,2,artsurf
1823,180,2,artsurf
1824,180,2,artsurf
1825,230,2,artsurf
1826,230,2,artsurf
1827,430,4,artsurf
1828,430,4,artsurf
1829,220,2,artsurf
1830,220,2,artsurf
1831,170,2,artsurf
1832,170,2,artsurf
1833,220,2,artsurf
1834,220,2,artsurf
1835,230,2,artsurf
1836,230,2,artsurf
1837,230,2,artsurf
1838,240,2,artsurf
1839,240,3,artsurf
1840,240,3,artsurf
1841,240,3,artsurf
1842,220,2,artsurf
1843,220,2,artsurf
1844,230,2,artsurf
1845,230,2,artsurf
1846,270,3,artsurf
1847,270,2,artsurf
1848,280,3,artsurf
1849,280,3,artsurf
1850,280,3,artsurf
1851,290,3,artsurf
1852,290,2,artsurf
1853,210,2,artsurf
1854,210,2,artsurf
1855,220,2,artsurf
1856,220,2,artsurf
1857,220,2,artsurf
1858,220,2,artsurf
1859,220,2,artsurf
1860,220,2,artsurf
1861,220,2,artsurf
1862,220,2,artsurf
1863,220,2,artsurf
1864,220,2,artsurf
1865,220,2,artsurf
1866,230,2,artsurf
1867,230,2,artsurf
1868,230,2,artsurf
1869,230,2,artsurf
1870,230,2,artsurf
1871,230,2,artsurf
1872,230,2,artsurf
1873,230,2,artsurf
1874,230,3,artsurf
1875,230,2,artsurf
1876,230,2,artsurf
1877,230,2,artsurf
1878,230,2,artsurf
1879,240,2,artsurf
1880,240,2,artsurf
1881,240,2,artsurf
1882,240,2,artsurf
1883,250,2,artsurf
1884,250,2,artsurf
1885,250,2,artsurf
1886,250,3,artsurf
1887,250,2,artsurf
1888,250,2,artsurf
1889,250,3,artsurf
1890,250,3,artsurf
1891,260,2,artsurf
1892,260,2,artsurf
1893,260,3,artsurf
1894,260,2,artsurf
1895,260,2,artsurf
1896,260,2,artsurf
1897,260,3,artsurf
1898,270,3,artsurf
1899,270,2,artsurf
1900,270,3,artsurf
1901,270,2,artsurf
1902,270,3,artsurf
1903,270,2,artsurf
1904,270,2,artsurf
1905,270,3,artsurf
1906,270,3,artsurf
1907,270,2,artsurf
1908,280,3,artsurf
1909,280,2,artsurf
1910,280,2,artsurf
1911,280,3,artsurf
1912,280,2,artsurf
1913,280,3,artsurf
1914,280,3,artsurf
1915,280,2,artsurf
1916,290,3,artsurf
1917,290,3,artsurf
1918,290,2,artsurf
1919,290,2,artsurf
1920,300,2,artsurf
1921,300,3,artsurf
1922,300,3,artsurf
1923,330,3,artsurf
1924,330,4,artsurf
1925,440,4,artsurf
1926,440,7,artsurf
1927,440,8,artsurf
1928,440,7,artsurf
1929,180,2,artsurf
1930,180,2,artsurf
1931,180,2,artsurf
1932,220,2,artsurf
1933,220,3,artsurf
1934,230,2,artsurf
1935,230,2,artsurf
1936,250,2,artsurf
1937,250,2,artsurf
1938,270,2,artsurf
1939,270,3,artsurf
1940,270,2,artsurf
1941,270,2,artsurf
1942,280,2,artsurf
1943,280,3,artsurf
1944,280,2,artsurf
1945,290,2,artsurf
1946,290,3,artsurf
1947,390,4,artsurf
1948,390,4,artsurf
1949,420,4,artsurf
1950,420,4,artsurf
1951,220,2,artsurf
1952,220,2,artsurf
1953,220,2,artsurf
1954,220,2,artsurf
1955,240,2,artsurf
1956,240,3,artsurf
1957,170,2,artsurf
1958,170,2,artsurf
1959,180,2,artsurf
1960,180,2,artsurf
1961,180,2,artsurf
1962,220,2,artsurf
1963,220,2,artsurf
1964,220,2,artsurf
1965,220,2,artsurf
1966,220,2,artsurf
1967,220,2,artsurf
1968,220,2,artsurf
1969,220,2,artsurf
1970,220,2,artsurf
1971,220,2,artsurf
1972,220,2,artsurf
1973,230,2,artsurf
1974,230,2,artsurf
1975,270,2,artsurf
1976,270,2,artsurf
1977,280,3,artsurf
1978,280,2,artsurf
1979,210,3,artsurf
1980,210,2,artsurf
1981,210,2,artsurf
1982,220,2,artsurf
1983,220,2,artsurf
1984,220,2,artsurf
1985,220,2,artsurf
1986,220,2,artsurf
1987,220,2,artsurf
1988,220,2,artsurf
1989,220,2,artsurf
1990,220,2,artsurf
1991,220,2,artsurf
1992,220,2,artsurf
1993,220,2,artsurf
1994,230,3,artsurf
1995,230,2,artsurf
1996,230,2,artsurf
1997,230,2,artsurf
1998,230,2,artsurf
1999,230,2,artsurf
2000,230,2,artsurf
2001,230,2,artsurf
2002,240,2,artsurf
2003,240,2,artsurf
2004,240,2,artsurf
2005,240,3,artsurf
2006,240,2,artsurf
2007,240,2,artsurf
2008,240,2,artsurf
2009,240,2,artsurf
2010,240,2,artsurf
2011,250,2,artsurf
2012,250,3,artsurf
2013,250,3,artsurf
2014,250,3,artsurf
2015,250,2,artsurf
2016,260,2,artsurf
2017,260,2,artsurf
2018,260,3,artsurf
2019,260,3,artsurf
2020,260,2,artsurf
2021,260,3,artsurf
2022,260,2,artsurf
2023,270,2,artsurf
2024,270,3,artsurf
2025,270,2,artsurf
2026,270,3,artsurf
2027,270,3,artsurf
2028,270,2,artsurf
2029,270,2,artsurf
2030,270,2,artsurf
2031,270,3,artsurf
2032,270,3,artsurf
2033,270,3,artsurf
2034,270,2,artsurf
2035,270,3,artsurf
2036,270,3,artsurf
2037,280,3,artsurf
2038,280,2,artsurf
2039,280,2,artsurf
2040,280,3,artsurf
2041,280,3,artsurf
2042,290,3,artsurf
2043,290,3,artsurf
2044,530,8,artsurf
2045,530,8,artsurf
2046,230,2,artsurf
2047,230,2,artsurf
2048,230,2,artsurf
2049,270,2,artsurf
2050,270,3,artsurf
2051,270,3,artsurf
2052,280,3,artsurf
2053,280,2,artsurf
2054,170,2,artsurf
2055,170,2,artsurf
2056,220,2,artsurf
2057,220,2,artsurf
2058,220,2,artsurf
2059,220,2,artsurf
2060,250,2,artsurf
2061,250,2,artsurf
2062,270,2,artsurf
2063,270,3,artsurf
2064,280,2,artsurf
2065,280,2,artsurf
2066,290,3,artsurf
2067,290,3,artsurf
2068,220,2,artsurf
2069,220,2,artsurf
2070,230,2,artsurf
2071,230,2,artsurf
2072,230,3,artsurf
2073,270,3,artsurf
2074,270,2,artsurf
2075,430,4,artsurf
2076,430,8,artsurf
2077,210,2,artsurf
2078,210,2,artsurf
2079,230,2,artsurf
2080,230,2,artsurf
2081,230,2,artsurf
2082,240,2,artsurf
2083,240,2,artsurf
2084,260,3,artsurf
