id,cmgroup,age,struc
1206,300,3,otolith
1207,190,2,otolith
1208,150,1,otolith
1209,200,2,otolith
1210,240,2,otolith
1211,270,3,otolith
1212,280,2,otolith
1213,310,3,otolith
1214,460,8,otolith
1215,480,7,otolith
1216,500,7,otolith
1217,560,8,otolith
1218,170,1,otolith
1219,220,1,otolith
1220,230,2,otolith
1221,240,1,otolith
1222,270,2,otolith
1223,280,3,otolith
1224,290,2,otolith
1225,300,3,otolith
1226,420,8,otolith
1227,450,8,otolith
1228,510,7,otolith
1229,890,18,otolith
1230,1170,17,otolith
1231,240,2,otolith
1232,540,9,otolith
1233,220,2,otolith
1234,240,2,otolith
1235,250,3,otolith
1236,520,9,otolith
1237,190,2,otolith
1238,180,1,otolith
1239,170,1,otolith
1240,160,1,otolith
1241,230,2,otolith
1242,250,2,otolith
1243,590,10,otolith
1244,220,1,otolith
1245,180,1,otolith
1246,200,2,otolith
1247,220,2,otolith
1248,230,1,otolith
1249,280,2,otolith
1250,460,7,otolith
1251,200,2,otolith
1252,310,2,otolith
1253,170,2,otolith
1254,180,1,otolith
1255,210,2,otolith
1256,250,3,otolith
1257,270,3,otolith
1258,280,3,otolith
1259,450,9,otolith
1260,480,7,otolith
1261,520,7,otolith
1262,560,9,otolith
1263,570,14,otolith
1264,600,15,otolith
1265,740,15,otolith
1266,950,13,otolith
1267,180,1,otolith
1268,150,1,otolith
1269,220,2,otolith
1270,910,18,otolith
1271,280,2,otolith
1272,510,10,otolith
1273,530,8,otolith
1274,560,7,otolith
1275,1100,16,otolith
1276,980,19,otolith
1277,230,1,otolith
1278,240,1,otolith
1279,250,2,otolith
1280,280,2,otolith
1281,260,2,otolith
1282,300,3,otolith
1283,520,9,otolith
1284,160,1,otolith
1285,220,1,otolith
1286,230,2,otolith
1287,530,10,otolith
1288,670,11,otolith
1289,770,14,otolith
1290,210,1,otolith
1291,250,2,otolith
1292,190,2,otolith
1293,200,3,otolith
1294,250,2,otolith
1295,260,2,otolith
1296,270,2,otolith
1297,280,2,otolith
1298,310,2,otolith
1299,460,8,otolith
1300,180,1,otolith
1301,170,1,otolith
1302,190,1,otolith
1303,160,1,otolith
1304,220,2,otolith
1305,230,2,otolith
1306,250,1,otolith
1307,280,2,otolith
1308,240,1,otolith
1309,630,13,otolith
1310,970,18,otolith
1311,210,2,otolith
1312,280,3,otolith
1313,390,4,otolith
1314,160,2,otolith
1315,290,2,otolith
1316,300,3,otolith
1317,290,3,otolith
1318,300,3,otolith
1319,310,3,otolith
1320,170,1,otolith
1321,190,1,otolith
1322,280,3,otolith
1323,290,3,otolith
1324,190,1,otolith
1325,220,2,otolith
1326,250,2,otolith
1327,280,2,otolith
1328,570,9,otolith
1329,620,14,otolith
1330,780,14,otolith
1331,170,1,otolith
1332,240,2,otolith
1333,270,3,otolith
1334,290,3,otolith
1335,230,1,otolith
1336,460,9,otolith
1337,230,2,otolith
1338,260,3,otolith
1339,290,2,otolith
1340,410,4,otolith
1341,650,14,otolith
1342,310,3,otolith
1343,460,8,otolith
1344,230,2,otolith
1345,230,2,otolith
1346,290,2,otolith
1347,210,2,otolith
1348,240,1,otolith
1349,250,3,otolith
1350,270,2,otolith
1351,400,3,otolith
1352,230,1,otolith
1353,240,2,otolith
1354,260,2,otolith
1355,290,2,otolith
1356,300,2,otolith
1357,460,7,otolith
1358,510,9,otolith
1359,560,8,otolith
1360,570,14,otolith
1361,580,14,otolith
1362,220,2,otolith
1363,230,1,otolith
1364,250,2,otolith
1365,620,14,otolith
1366,660,10,otolith
1367,900,13,otolith
1368,950,13,otolith
1369,970,17,otolith
1370,210,2,otolith
1371,220,2,otolith
1372,250,1,otolith
1373,260,3,otolith
1374,460,8,otolith
1375,210,1,otolith
1376,240,2,otolith
1377,270,2,otolith
1378,310,3,otolith
1379,460,8,otolith
1380,240,2,otolith
1381,250,2,otolith
1382,260,3,otolith
1383,280,3,otolith
1384,300,2,otolith
1385,390,4,otolith
1386,440,7,otolith
1387,490,8,otolith
1388,230,2,otolith
1389,250,3,otolith
1390,270,3,otolith
1391,280,1,otolith
1392,300,3,otolith
1393,390,3,otolith
1394,410,3,otolith
1395,430,4,otolith
1396,450,8,otolith
1397,490,8,otolith
1398,550,15,otolith
1399,210,1,otolith
1400,230,1,otolith
1401,240,2,otolith
1402,290,2,otolith
1403,310,4,otolith
1404,410,4,otolith
1405,490,8,otolith
1406,500,8,otolith
1407,510,9,otolith
1408,550,9,otolith
1409,570,10,otolith
1410,600,13,otolith
1411,610,13,otolith
1412,730,13,otolith
1413,200,1,otolith
1414,230,1,otolith
1415,260,2,otolith
1416,290,2,otolith
1417,300,4,otolith
1418,330,4,otolith
1419,360,3,otolith
1420,550,8,otolith
1421,160,1,otolith
1422,260,2,otolith
1423,290,2,otolith
1424,410,4,otolith
1425,440,8,otolith
1426,230,1,otolith
1427,260,4,otolith
1428,280,3,otolith
1429,300,2,otolith
1430,370,4,otolith
1431,180,2,otolith
1432,220,1,otolith
1433,240,2,otolith
1434,270,2,otolith
1435,280,2,otolith
1436,300,2,otolith
1437,460,6,otolith
1438,330,4,otolith
1439,340,3,otolith
1440,380,4,otolith
1441,410,4,otolith
1442,430,3,otolith
1443,440,8,otolith
1444,490,7,otolith
1445,510,9,otolith
1446,540,7,otolith
1447,590,10,otolith
1448,640,12,otolith
1449,150,1,otolith
1450,281,4,otolith
1451,240,2,otolith
1452,280,3,otolith
1453,350,4,otolith
1454,390,4,otolith
1455,410,8,otolith
1456,450,8,otolith
1457,470,8,otolith
1458,510,8,otolith
1459,520,8,otolith
1460,540,11,otolith
1461,550,10,otolith
1462,200,1,otolith
1463,250,2,otolith
1464,290,2,otolith
1465,300,4,otolith
1466,330,4,otolith
1467,400,3,otolith
1468,440,9,otolith
1469,190,1,otolith
1470,170,2,otolith
1471,160,1,otolith
1472,240,3,otolith
1473,260,2,otolith
1474,300,2,otolith
1475,330,3,otolith
1476,410,4,otolith
1477,440,6,otolith
1478,460,6,otolith
1479,530,9,otolith
1480,170,1,otolith
1481,180,2,otolith
1482,160,1,otolith
1483,140,1,otolith
1484,300,3,otolith
1485,310,3,otolith
1486,440,8,otolith
1487,260,2,otolith
1488,280,2,otolith
1489,310,3,otolith
1490,410,3,otolith
1491,470,7,otolith
1492,980,16,otolith
1493,230,2,otolith
1494,250,2,otolith
1495,270,2,otolith
1496,280,2,otolith
1497,310,4,otolith
1498,320,2,otolith
1499,380,3,otolith
1500,410,4,otolith
1501,430,3,otolith
1502,540,10,otolith
1503,180,1,otolith
1504,230,2,otolith
1505,240,1,otolith
1506,260,2,otolith
1507,290,2,otolith
1508,300,2,otolith
1509,310,4,otolith
1510,330,3,otolith
1511,410,4,otolith
1512,440,8,otolith
1513,450,6,otolith
1514,480,8,otolith
1515,500,10,otolith
1516,590,14,otolith
1517,170,1,otolith
1518,210,1,otolith
1519,270,2,otolith
1520,330,4,otolith
1521,430,8,otolith
1522,560,10,otolith
1523,280,3,otolith
1524,290,3,otolith
1525,310,2,otolith
1526,320,4,otolith
1527,340,4,otolith
1528,400,4,otolith
1529,430,8,otolith
1530,640,14,otolith
1531,240,1,otolith
1532,280,3,otolith
1533,410,4,otolith
1534,450,7,otolith
1535,170,2,otolith
1536,260,2,otolith
1537,290,3,otolith
1538,310,2,otolith
1539,390,4,otolith
1540,420,8,otolith
1541,470,8,otolith
1542,490,7,otolith
1543,520,7,otolith
1544,550,10,otolith
1545,180,1,otolith
1546,210,1,otolith
1547,320,2,otolith
1548,410,4,otolith
1549,540,9,otolith
1550,1000,19,otolith
1551,798,14,otolith
1552,240,2,otolith
1553,270,1,otolith
1554,290,2,otolith
1555,300,2,otolith
1556,320,2,otolith
1557,400,4,otolith
1558,680,14,otolith
1559,230,2,otolith
1560,240,3,otolith
1561,250,4,otolith
1562,380,4,otolith
1563,420,4,otolith
1564,430,7,otolith
1565,480,9,otolith
1566,580,10,otolith
1567,240,2,otolith
1568,300,2,otolith
1569,330,2,otolith
1570,430,8,otolith
1571,450,7,otolith
1572,470,7,otolith
1573,560,12,otolith
1574,150,1,otolith
1575,160,1,otolith
1576,230,1,otolith
1577,240,3,otolith
1578,260,3,otolith
1579,460,7,otolith
1580,540,8,otolith
1581,190,1,otolith
1582,220,3,otolith
1583,240,1,otolith
1584,250,2,otolith
1585,400,4,otolith
1586,410,4,otolith
1587,420,4,otolith
1588,430,4,otolith
1589,450,8,otolith
1590,480,8,otolith
1591,560,12,otolith
1592,220,2,otolith
1593,230,2,otolith
1594,240,3,otolith
1595,250,2,otolith
1596,300,4,otolith
1597,330,3,otolith
1598,480,8,otolith
1599,500,9,otolith
1600,170,1,otolith
1601,210,1,otolith
1602,260,3,otolith
1603,330,2,otolith
1604,410,4,otolith
1605,430,4,otolith
1606,210,1,otolith
1607,280,2,otolith
1608,430,4,otolith
1609,220,2,otolith
1610,240,2,otolith
1611,250,3,otolith
1612,300,2,otolith
1613,330,3,otolith
1614,440,4,otolith
1615,180,1,otolith
1616,260,2,otolith
1617,270,4,otolith
1618,410,4,otolith
1619,420,4,otolith
1620,430,7,otolith
1621,290,2,otolith
1622,650,11,otolith
1623,210,1,otolith
1624,210,2,otolith
1625,210,1,otolith
1626,210,1,otolith
1627,210,2,otolith
1628,210,2,otolith
1629,220,1,otolith
1630,220,1,otolith
1631,220,1,otolith
1632,220,1,otolith
1633,220,2,otolith
1634,220,2,otolith
1635,220,1,otolith
1636,220,2,otolith
1637,220,1,otolith
1638,220,2,otolith
1639,220,2,otolith
1640,220,2,otolith
1641,220,2,otolith
1642,220,1,otolith
1643,220,1,otolith
1644,220,2,otolith
1645,220,1,otolith
1646,230,1,otolith
1647,230,3,otolith
1648,230,4,otolith
1649,230,2,otolith
1650,230,2,otolith
1651,230,1,otolith
1652,230,1,otolith
1653,230,1,otolith
1654,230,1,otolith
1655,230,2,otolith
1656,230,2,otolith
1657,230,2,otolith
1658,230,2,otolith
1659,230,1,otolith
1660,230,2,otolith
1661,240,2,otolith
1662,240,1,otolith
1663,240,3,otolith
1664,240,2,otolith
1665,240,3,otolith
1666,240,2,otolith
1667,240,1,otolith
1668,240,3,otolith
1669,240,2,otolith
1670,240,1,otolith
1671,240,2,otolith
1672,240,1,otolith
1673,240,2,otolith
1674,240,1,otolith
1675,250,3,otolith
1676,250,2,otolith
1677,250,2,otolith
1678,250,1,otolith
1679,250,3,otolith
1680,250,1,otolith
1681,250,3,otolith
1682,250,3,otolith
1683,250,2,otolith
1684,250,2,otolith
1685,260,2,otolith
1686,260,2,otolith
1687,260,2,otolith
1688,260,1,otolith
1689,260,2,otolith
1690,260,1,otolith
1691,260,1,otolith
1692,270,2,otolith
1693,270,2,otolith
1694,270,3,otolith
1695,270,2,otolith
1696,270,2,otolith
1697,270,2,otolith
1698,270,3,otolith
1699,270,3,otolith
1700,270,2,otolith
1701,270,4,otolith
1702,270,3,otolith
1703,270,2,otolith
1704,270,2,otolith
1705,270,2,otolith
1706,270,3,otolith
1707,270,3,otolith
1708,270,2,otolith
1709,270,2,otolith
1710,280,2,otolith
1711,280,3,otolith
1712,280,3,otolith
1713,280,3,otolith
1714,280,3,otolith
1715,280,3,otolith
1716,280,2,otolith
1717,280,2,otolith
1718,280,2,otolith
1719,290,2,otolith
1720,290,2,otolith
1721,400,4,otolith
1722,400,3,otolith
1723,430,3,otolith
1724,430,8,otolith
1725,430,3,otolith
1726,460,7,otolith
1727,460,7,otolith
1728,460,8,otolith
1729,460,8,otolith
1730,480,8,otolith
1731,480,8,otolith
1732,480,7,otolith
1733,200,2,otolith
1734,200,2,otolith
1735,200,1,otolith
1736,200,2,otolith
1737,210,2,otolith
1738,210,3,otolith
1739,210,2,otolith
1740,210,1,otolith
1741,210,2,otolith
1742,210,2,otolith
1743,210,2,otolith
1744,210,1,otolith
1745,210,1,otolith
1746,210,2,otolith
1747,210,2,otolith
1748,210,1,otolith
1749,210,1,otolith
1750,210,2,otolith
1751,210,2,otolith
1752,220,2,otolith
1753,220,2,otolith
1754,220,2,otolith
1755,220,2,otolith
1756,220,1,otolith
1757,220,2,otolith
1758,220,2,otolith
1759,220,2,otolith
1760,220,3,otolith
1761,220,1,otolith
1762,220,2,otolith
1763,220,2,otolith
1764,220,1,otolith
1765,220,2,otolith
1766,220,2,otolith
1767,220,2,otolith
1768,220,3,otolith
1769,220,2,otolith
1770,220,3,otolith
1771,220,1,otolith
1772,220,2,otolith
1773,220,4,otolith
1774,230,1,otolith
1775,230,2,otolith
1776,230,1,otolith
1777,230,1,otolith
1778,230,2,otolith
1779,230,2,otolith
1780,230,3,otolith
1781,230,2,otolith
1782,230,2,otolith
1783,230,2,otolith
1784,230,3,otolith
1785,230,1,otolith
1786,230,2,otolith
1787,230,2,otolith
1788,230,2,otolith
1789,230,3,otolith
1790,230,2,otolith
1791,230,1,otolith
1792,230,2,otolith
1793,230,2,otolith
1794,240,2,otolith
1795,240,2,otolith
1796,240,2,otolith
1797,240,2,otolith
1798,240,2,otolith
1799,250,2,otolith
1800,250,2,otolith
1801,250,2,otolith
1802,260,2,otolith
1803,260,1,otolith
1804,260,2,otolith
1805,260,2,otolith
1806,260,2,otolith
1807,260,2,otolith
1808,270,2,otolith
1809,270,2,otolith
1810,270,2,otolith
1811,270,2,otolith
1812,270,2,otolith
1813,290,3,otolith
1814,290,2,otolith
1815,290,4,otolith
1816,160,1,otolith
1817,160,2,otolith
1818,170,1,otolith
1819,170,1,otolith
1820,170,1,otolith
1821,170,2,otolith
1822,170,1,otolith
1823,180,2,otolith
1824,180,1,otolith
1825,230,2,otolith
1826,230,2,otolith
1827,430,8,otolith
1828,430,8,otolith
1829,220,2,otolith
1830,220,1,otolith
1831,170,2,otolith
1832,170,1,otolith
1833,220,2,otolith
1834,220,2,otolith
1835,230,2,otolith
1836,230,2,otolith
1837,230,2,otolith
1838,240,1,otolith
1839,240,2,otolith
1840,240,2,otolith
1841,240,2,otolith
1842,220,1,otolith
1843,220,1,otolith
1844,230,2,otolith
1845,230,1,otolith
1846,270,2,otolith
1847,270,2,otolith
1848,280,1,otolith
1849,280,3,otolith
1850,280,2,otolith
1851,290,3,otolith
1852,290,2,otolith
1853,210,1,otolith
1854,210,1,otolith
1855,220,2,otolith
1856,220,1,otolith
1857,220,1,otolith
1858,220,1,otolith
1859,220,2,otolith
1860,220,1,otolith
1861,220,1,otolith
1862,220,1,otolith
1863,220,1,otolith
1864,220,2,otolith
1865,220,2,otolith
1866,230,3,otolith
1867,230,2,otolith
1868,230,3,otolith
1869,230,1,otolith
1870,230,2,otolith
1871,230,1,otolith
1872,230,2,otolith
1873,230,2,otolith
1874,230,1,otolith
1875,230,1,otolith
1876,230,2,otolith
1877,230,2,otolith
1878,230,2,otolith
1879,240,3,otolith
1880,240,2,otolith
1881,240,2,otolith
1882,240,2,otolith
1883,250,2,otolith
1884,250,1,otolith
1885,250,3,otolith
1886,250,2,otolith
1887,250,2,otolith
1888,250,2,otolith
1889,250,1,otolith
1890,250,2,otolith
1891,260,4,otolith
1892,260,2,otolith
1893,260,2,otolith
1894,260,1,otolith
1895,260,2,otolith
1896,260,2,otolith
1897,260,2,otolith
1898,270,2,otolith
1899,270,2,otolith
1900,270,2,otolith
1901,270,4,otolith
1902,270,2,otolith
1903,270,2,otolith
1904,270,2,otolith
1905,270,1,otolith
1906,270,2,otolith
1907,270,1,otolith
1908,280,3,otolith
1909,280,3,otolith
1910,280,3,otolith
1911,280,3,otolith
1912,280,3,otolith
1913,280,2,otolith
1914,280,2,otolith
1915,280,3,otolith
1916,290,3,otolith
1917,290,2,otolith
1918,290,2,otolith
1919,290,3,otolith
1920,300,2,otolith
1921,300,4,otolith
1922,300,1,otolith
1923,330,2,otolith
1924,330,3,otolith
1925,440,4,otolith
1926,440,8,otolith
1927,440,7,otolith
1928,440,8,otolith
1929,180,1,otolith
1930,180,2,otolith
1931,180,2,otolith
1932,220,2,otolith
1933,220,2,otolith
1934,230,1,otolith
1935,230,3,otolith
1936,250,2,otolith
1937,250,2,otolith
1938,270,3,otolith
1939,270,2,otolith
1940,270,3,otolith
1941,270,1,otolith
1942,280,2,otolith
1943,280,3,otolith
1944,280,3,otolith
1945,290,2,otolith
1946,290,2,otolith
1947,390,4,otolith
1948,390,4,otolith
1949,420,4,otolith
1950,420,4,otolith
1951,220,3,otolith
1952,220,1,otolith
1953,220,2,otolith
1954,220,2,otolith
1955,240,2,otolith
1956,240,2,otolith
1957,170,1,otolith
1958,170,1,otolith
1959,180,1,otolith
1960,180,1,otolith
1961,180,2,otolith
1962,220,1,otolith
1963,220,2,otolith
1964,220,2,otolith
1965,220,1,otolith
1966,220,1,otolith
1967,220,2,otolith
1968,220,1,otolith
1969,220,2,otolith
1970,220,1,otolith
1971,220,3,otolith
1972,220,1,otolith
1973,230,2,otolith
1974,230,1,otolith
1975,270,2,otolith
1976,270,2,otolith
1977,280,2,otolith
1978,280,3,otolith
1979,210,2,otolith
1980,210,2,otolith
1981,210,2,otolith
1982,220,1,otolith
1983,220,1,otolith
1984,220,1,otolith
1985,220,2,otolith
1986,220,2,otolith
1987,220,1,otolith
1988,220,2,otolith
1989,220,3,otolith
1990,220,1,otolith
1991,220,2,otolith
1992,220,3,otolith
1993,220,1,otolith
1994,230,1,otolith
1995,230,1,otolith
1996,230,3,otolith
1997,230,2,otolith
1998,230,1,otolith
1999,230,2,otolith
2000,230,1,otolith
2001,230,2,otolith
2002,240,2,otolith
2003,240,2,otolith
2004,240,3,otolith
2005,240,2,otolith
2006,240,2,otolith
2007,240,2,otolith
2008,240,1,otolith
2009,240,3,otolith
2010,240,1,otolith
2011,250,4,otolith
2012,250,3,otolith
2013,250,2,otolith
2014,250,2,otolith
2015,250,2,otolith
2016,260,1,otolith
2017,260,2,otolith
2018,260,2,otolith
2019,260,3,otolith
2020,260,3,otolith
2021,260,2,otolith
2022,260,2,otolith
2023,270,1,otolith
2024,270,1,otolith
2025,270,2,otolith
2026,270,3,otolith
2027,270,2,otolith
2028,270,2,otolith
2029,270,2,otolith
2030,270,3,otolith
2031,270,2,otolith
2032,270,2,otolith
2033,270,3,otolith
2034,270,2,otolith
2035,270,3,otolith
2036,270,2,otolith
2037,280,2,otolith
2038,280,2,otolith
2039,280,3,otolith
2040,280,3,otolith
2041,280,2,otolith
2042,290,2,otolith
2043,290,2,otolith
2044,530,9,otolith
2045,530,7,otolith
2046,230,3,otolith
2047,230,1,otolith
2048,230,3,otolith
2049,270,2,otolith
2050,270,3,otolith
2051,270,4,otolith
2052,280,3,otolith
2053,280,2,otolith
2054,170,2,otolith
2055,170,1,otolith
2056,220,2,otolith
2057,220,1,otolith
2058,220,2,otolith
2059,220,2,otolith
2060,250,2,otolith
2061,250,2,otolith
2062,270,3,otolith
2063,270,3,otolith
2064,280,2,otolith
2065,280,2,otolith
2066,290,3,otolith
2067,290,3,otolith
2068,220,2,otolith
2069,220,2,otolith
2070,230,2,otolith
2071,230,2,otolith
2072,230,2,otolith
2073,270,1,otolith
2074,270,2,otolith
2075,430,4,otolith
2076,430,4,otolith
2077,210,1,otolith
2078,210,2,otolith
2079,230,2,otolith
2080,230,2,otolith
2081,230,1,otolith
2082,240,2,otolith
2083,240,2,otolith
2084,260,2,otolith
2085,260,3,otolith
2086,280,2,otolith
2087,280,2,otolith
2088,280,2,otolith
2089,160,1,otolith
2090,160,1,otolith
2091,160,2,otolith
2092,210,1,otolith
2093,210,2,otolith
2094,210,2,otolith
2095,220,2,otolith
2096,220,1,otolith
2097,300,3,otolith
2098,300,4,otolith
2099,410,6,otolith
2100,410,4,otolith
2101,410,3,otolith
2102,410,4,otolith
2103,470,9,otolith
2104,470,7,otolith
2105,160,1,otolith
2106,160,1,otolith
2107,200,1,otolith
2108,200,1,otolith
2109,200,2,otolith
2110,200,1,otolith
2111,210,1,otolith
2112,210,2,otolith
2113,210,1,otolith
2114,210,1,otolith
2115,220,1,otolith
2116,220,1,otolith
2117,220,1,otolith
2118,220,2,otolith
2119,220,1,otolith
2120,220,1,otolith
2121,220,1,otolith
2122,220,1,otolith
2123,220,2,otolith
2124,220,1,otolith
2125,230,3,otolith
2126,230,1,otolith
2127,230,2,otolith
2128,230,2,otolith
2129,230,2,otolith
2130,230,2,otolith
2131,230,2,otolith
2132,230,1,otolith
2133,230,2,otolith
2134,230,2,otolith
2135,230,3,otolith
2136,230,2,otolith
2137,240,2,otolith
2138,240,2,otolith
2139,240,1,otolith
2140,240,2,otolith
2141,240,2,otolith
2142,240,2,otolith
2143,250,1,otolith
2144,250,3,otolith
2145,250,2,otolith
2146,250,3,otolith
2147,250,2,otolith
2148,250,1,otolith
2149,250,2,otolith
2150,260,3,otolith
2151,260,2,otolith
2152,260,2,otolith
2153,260,3,otolith
2154,260,2,otolith
2155,260,3,otolith
2156,260,2,otolith
2157,260,2,otolith
2158,270,2,otolith
2159,270,3,otolith
2160,270,2,otolith
2161,270,2,otolith
2162,270,2,otolith
2163,270,2,otolith
2164,280,2,otolith
2165,280,3,otolith
2166,280,2,otolith
2167,280,2,otolith
2168,280,3,otolith
2169,280,2,otolith
2170,280,2,otolith
2171,280,2,otolith
2172,290,1,otolith
2173,290,3,otolith
2174,290,3,otolith
2175,290,4,otolith
2176,290,2,otolith
2177,290,3,otolith
2178,300,4,otolith
2179,300,2,otolith
2180,300,4,otolith
2181,280,4,otolith
2182,280,3,otolith
2183,230,2,otolith
2184,230,2,otolith
2185,260,1,otolith
2186,260,3,otolith
2187,290,4,otolith
2188,290,2,otolith
2189,280,2,otolith
2190,280,2,otolith
2191,200,2,otolith
2192,200,1,otolith
2193,220,2,otolith
2194,220,2,otolith
2195,230,2,otolith
2196,230,1,otolith
2197,240,1,otolith
2198,240,2,otolith
2199,160,1,otolith
2200,160,1,otolith
2201,170,1,otolith
2202,170,1,otolith
2203,230,2,otolith
2204,230,1,otolith
2205,200,2,otolith
2206,200,2,otolith
2207,210,1,otolith
2208,210,1,otolith
2209,210,2,otolith
2210,210,2,otolith
2211,210,3,otolith
2212,210,1,otolith
2213,210,1,otolith
2214,210,2,otolith
2215,220,2,otolith
2216,220,1,otolith
2217,220,1,otolith
2218,220,1,otolith
2219,220,1,otolith
2220,220,2,otolith
2221,220,2,otolith
2222,220,1,otolith
2223,220,2,otolith
2224,220,1,otolith
2225,220,2,otolith
2226,230,2,otolith
2227,230,2,otolith
2228,230,2,otolith
2229,230,1,otolith
2230,230,2,otolith
2231,230,2,otolith
2232,230,2,otolith
2233,230,1,otolith
2234,230,1,otolith
2235,230,2,otolith
2236,230,1,otolith
2237,240,1,otolith
2238,240,2,otolith
2239,240,2,otolith
2240,240,1,otolith
2241,240,3,otolith
2242,240,2,otolith
2243,240,2,otolith
2244,240,2,otolith
2245,240,2,otolith
2246,250,1,otolith
2247,250,2,otolith
2248,250,4,otolith
2249,250,3,otolith
2250,250,1,otolith
2251,250,2,otolith
2252,250,2,otolith
2253,250,2,otolith
2254,250,2,otolith
2255,250,1,otolith
2256,250,2,otolith
2257,250,2,otolith
2258,260,2,otolith
2259,260,1,otolith
2260,260,2,otolith
2261,260,2,otolith
2262,260,3,otolith
2263,260,2,otolith
2264,260,2,otolith
2265,260,2,otolith
2266,260,1,otolith
2267,260,2,otolith
2268,260,2,otolith
2269,260,3,otolith
2270,260,1,otolith
2271,270,2,otolith
2272,270,3,otolith
2273,270,2,otolith
2274,270,3,otolith
2275,270,2,otolith
2276,270,2,otolith
2277,270,2,otolith
2278,270,3,otolith
2279,270,2,otolith
2280,270,3,otolith
2281,270,2,otolith
2282,280,3,otolith
2283,280,1,otolith
2284,280,2,otolith
2285,280,4,otolith
2286,280,1,otolith
2287,280,2,otolith
2288,280,3,otolith
2289,290,2,otolith
2290,290,2,otolith
2291,290,2,otolith
2292,300,3,otolith
2293,300,3,otolith
2294,300,1,otolith
2295,420,4,otolith
2296,420,4,otolith
2297,200,1,otolith
2298,200,1,otolith
2299,210,1,otolith
2300,210,1,otolith
2301,210,2,otolith
2302,220,1,otolith
2303,220,3,otolith
2304,220,2,otolith
2305,220,2,otolith
2306,220,1,otolith
2307,220,2,otolith
2308,220,2,otolith
2309,220,2,otolith
2310,220,2,otolith
2311,230,3,otolith
2312,230,2,otolith
2313,230,3,otolith
2314,230,2,otolith
2315,240,2,otolith
2316,240,3,otolith
2317,240,3,otolith
2318,240,3,otolith
2319,240,2,otolith
2320,270,3,otolith
2321,270,2,otolith
2322,150,1,otolith
2323,150,1,otolith
2324,200,1,otolith
2325,200,1,otolith
2326,200,1,otolith
2327,200,1,otolith
2328,200,1,otolith
2329,200,1,otolith
2330,200,2,otolith
2331,210,2,otolith
2332,210,1,otolith
2333,210,1,otolith
2334,210,2,otolith
2335,210,1,otolith
2336,210,1,otolith
2337,210,1,otolith
2338,210,2,otolith
2339,210,1,otolith
2340,210,2,otolith
2341,210,3,otolith
2342,210,1,otolith
2343,210,3,otolith
2344,210,1,otolith
2345,210,1,otolith
2346,210,1,otolith
2347,210,2,otolith
2348,210,3,otolith
2349,210,2,otolith
2350,210,2,otolith
2351,210,1,otolith
2352,210,1,otolith
2353,210,1,otolith
2354,210,2,otolith
2355,210,1,otolith
2356,210,3,otolith
2357,210,1,otolith
2358,210,2,otolith
2359,210,2,otolith
2360,220,2,otolith
2361,220,2,otolith
2362,220,1,otolith
2363,220,2,otolith
2364,220,2,otolith
2365,220,1,otolith
2366,220,1,otolith
2367,220,1,otolith
2368,220,2,otolith
2369,220,1,otolith
2370,220,1,otolith
2371,220,2,otolith
2372,220,2,otolith
2373,220,1,otolith
2374,220,1,otolith
2375,220,2,otolith
2376,220,1,otolith
2377,220,1,otolith
2378,220,2,otolith
2379,220,2,otolith
2380,220,2,otolith
2381,220,2,otolith
2382,220,1,otolith
2383,220,2,otolith
2384,220,2,otolith
2385,220,2,otolith
2386,220,2,otolith
2387,230,2,otolith
2388,230,3,otolith
2389,230,1,otolith
2390,230,2,otolith
2391,230,2,otolith
2392,230,2,otolith
2393,230,2,otolith
2394,230,2,otolith
2395,230,1,otolith
2396,230,2,otolith
2397,230,1,otolith
2398,230,2,otolith
2399,230,1,otolith
2400,230,2,otolith
2401,240,2,otolith
2402,240,2,otolith
2403,240,2,otolith
2404,240,1,otolith
2405,240,2,otolith
2406,240,1,otolith
2407,240,2,otolith
2408,240,4,otolith
2409,240,1,otolith
2410,240,2,otolith
2411,240,2,otolith
2412,240,2,otolith
2413,240,2,otolith
2414,250,3,otolith
2415,250,3,otolith
2416,250,2,otolith
2417,250,2,otolith
2418,250,2,otolith
2419,250,1,otolith
2420,260,3,otolith
2421,260,2,otolith
2422,260,2,otolith
2423,260,2,otolith
2424,260,2,otolith
2425,260,3,otolith
2426,260,3,otolith
2427,260,3,otolith
2428,270,3,otolith
2429,270,1,otolith
2430,270,3,otolith
2431,270,2,otolith
2432,270,1,otolith
2433,280,2,otolith
2434,280,2,otolith
2435,280,2,otolith
2436,280,3,otolith
2437,180,1,otolith
2438,180,2,otolith
2439,180,2,otolith
2440,160,1,otolith
2441,160,1,otolith
2442,170,2,otolith
2443,170,1,otolith
2444,290,3,otolith
2445,290,2,otolith
2446,260,3,otolith
2447,260,2,otolith
2448,210,2,otolith
2449,210,1,otolith
2450,230,2,otolith
2451,230,2,otolith
2452,230,2,otolith
2453,230,2,otolith
2454,260,2,otolith
2455,260,2,otolith
2456,260,2,otolith
2457,260,2,otolith
2458,270,3,otolith
2459,270,2,otolith
2460,280,4,otolith
2461,280,2,otolith
2462,280,2,otolith
2463,280,4,otolith
2464,290,2,otolith
2465,290,3,otolith
2466,260,2,otolith
2467,260,2,otolith
2468,210,2,otolith
2469,210,2,otolith
2470,230,2,otolith
2471,230,2,otolith
2472,230,1,otolith
2473,230,2,otolith
2474,280,2,otolith
2475,280,2,otolith
2476,290,3,otolith
